Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Bangladesh,BGD,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Barbados,BRB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Botswana,BWA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Belize,BLZ,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Solomon Islands,SLB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Brunei Darussalam,BRN,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Cameroon,CMR,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Canada,CAN,2020,0.0921985815602837
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Sri Lanka,LKA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Cyprus,CYP,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Dominica,DMA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Fiji,FJI,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Gabon,GAB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Gambia,GMB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Ghana,GHA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Kiribati,KIR,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Grenada,GRD,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Guyana,GUY,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,India,IND,2020,0.0001297129021099
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Jamaica,JAM,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Kenya,KEN,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Lesotho,LSO,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Malawi,MWI,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Malaysia,MYS,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Maldives,MDV,2020,
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Malta,MLT,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Mauritius,MUS,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Mozambique,MOZ,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Namibia,NAM,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Nauru,NRU,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Vanuatu,VUT,2020,
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,New Zealand,NZL,2020,0.0394736842105263
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Nigeria,NGA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Pakistan,PAK,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Papua New Guinea,PNG,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Rwanda,RWA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Saint Kitts and Nevis,KNA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Saint Lucia,LCA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Saint Vincent and the Grenadines,VCT,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Seychelles,SYC,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Sierra Leone,SLE,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Singapore,SGP,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,South Africa,ZAF,2020,0.0009784735812133
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Eswatini,SWZ,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Togo,TGO,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Tonga,TON,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Trinidad and Tobago,TTO,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Tuvalu,TUV,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Uganda,UGA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,United Kingdom,GBR,2020,0.113320079522863
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Samoa,WSM,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Lower Bound,Zambia,ZMB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Antigua and Barbuda,ATG,2020,0.209876543209877
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Australia,AUS,2020,0.269430485009143
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Bahamas,BHS,2020,0.210445605062674
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Bangladesh,BGD,2020,0.0419324933608547
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Barbados,BRB,2020,0.162462937402551
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Botswana,BWA,2020,0.0640486137493272
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Belize,BLZ,2020,0.190625
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Solomon Islands,SLB,2020,0.030952380952381
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Brunei Darussalam,BRN,2020,0.232831325301205
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Cameroon,CMR,2020,0.036681538226189
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Canada,CAN,2020,0.291327222676396
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Sri Lanka,LKA,2020,0.0530557456680053
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Cyprus,CYP,2020,0.303676231803609
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Dominica,DMA,2020,0.191298342541436
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Fiji,FJI,2020,0.088369004443086
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Gabon,GAB,2020,0.088349847983355
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Gambia,GMB,2020,0.0100537013309158
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Ghana,GHA,2020,0.0510492018777817
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Kiribati,KIR,2020,0.0637087599544938
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Grenada,GRD,2020,0.194704049844237
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Guyana,GUY,2020,0.154978489106074
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,India,IND,2020,0.0577090093772474
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Jamaica,JAM,2020,0.155065679937491
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Kenya,KEN,2020,0.053706013764138
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Lesotho,LSO,2020,0.0335739661269263
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Malawi,MWI,2020,0.0154901509364269
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Malaysia,MYS,2020,0.173415396949455
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Maldives,MDV,2020,
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Malta,MLT,2020,0.240901287046503
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Mauritius,MUS,2020,0.137981639831652
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Mozambique,MOZ,2020,0.016526064309209
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Namibia,NAM,2020,0.0764073117465439
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Nauru,NRU,2020,0.103448275862069
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Vanuatu,VUT,2020,
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,New Zealand,NZL,2020,0.251279861256714
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Nigeria,NGA,2020,0.0516519108348871
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Pakistan,PAK,2020,0.0434910956403688
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Papua New Guinea,PNG,2020,0.0472393630164265
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Rwanda,RWA,2020,0.0188034357718575
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Saint Kitts and Nevis,KNA,2020,0.265217391304348
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Saint Lucia,LCA,2020,0.172692188080119
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Saint Vincent and the Grenadines,VCT,2020,0.183048862115127
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Seychelles,SYC,2020,0.155942895876889
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Sierra Leone,SLE,2020,0.0100134633451232
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Singapore,SGP,2020,0.226207746482962
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,South Africa,ZAF,2020,0.0812635549396259
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Eswatini,SWZ,2020,0.0340815963657867
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Togo,TGO,2020,0.0113756333469479
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Tonga,TON,2020,0.0848484848484849
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Trinidad and Tobago,TTO,2020,0.206185024199321
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Tuvalu,TUV,2020,0.136363636363636
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Uganda,UGA,2020,0.017605426135352
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,United Kingdom,GBR,2020,0.255198024429101
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Samoa,WSM,2020,0.0796812749003984
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Mean,Zambia,ZMB,2020,0.0523912926361549
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Antigua and Barbuda,ATG,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Australia,AUS,2020,0.401360544217687
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Bahamas,BHS,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Bangladesh,BGD,2020,0.193857965451056
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Barbados,BRB,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Botswana,BWA,2020,0.275862068965517
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Belize,BLZ,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Solomon Islands,SLB,2020,0.5
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Brunei Darussalam,BRN,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Cameroon,CMR,2020,0.2
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Canada,CAN,2020,0.411585365853659
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Sri Lanka,LKA,2020,0.25
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Cyprus,CYP,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Dominica,DMA,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Fiji,FJI,2020,0.5
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Gabon,GAB,2020,0.5
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Gambia,GMB,2020,0.142857142857143
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Ghana,GHA,2020,0.200391644908616
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Kiribati,KIR,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Grenada,GRD,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Guyana,GUY,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,India,IND,2020,0.210712796998749
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Jamaica,JAM,2020,0.5
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Kenya,KEN,2020,0.208267090620032
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Lesotho,LSO,2020,0.236842105263158
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Malawi,MWI,2020,0.110978520286396
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Malaysia,MYS,2020,0.421052631578947
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Maldives,MDV,2020,
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Malta,MLT,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Mauritius,MUS,2020,0.5
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Mozambique,MOZ,2020,0.123445825932504
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Namibia,NAM,2020,0.333333333333333
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Nauru,NRU,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Vanuatu,VUT,2020,
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,New Zealand,NZL,2020,0.452380952380952
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Nigeria,NGA,2020,0.227272727272727
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Pakistan,PAK,2020,0.226148409893993
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Papua New Guinea,PNG,2020,0.266666666666667
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Rwanda,RWA,2020,0.150442477876106
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Saint Kitts and Nevis,KNA,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Saint Lucia,LCA,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Saint Vincent and the Grenadines,VCT,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Seychelles,SYC,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Sierra Leone,SLE,2020,0.125
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Singapore,SGP,2020,0.5
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,South Africa,ZAF,2020,0.222424794895169
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Eswatini,SWZ,2020,0.333333333333333
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Togo,TGO,2020,0.117647058823529
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Tonga,TON,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Trinidad and Tobago,TTO,2020,0.666666666666667
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Tuvalu,TUV,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Uganda,UGA,2020,0.149732620320856
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,United Kingdom,GBR,2020,0.381018841591068
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Samoa,WSM,2020,1.0
Service Delivery,Cancer Radiotherapy,surv_dx_0_stage_1,Upper Bound,Zambia,ZMB,2020,0.214285714285714
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Antigua and Barbuda,ATG,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Australia,AUS,2020,0.207547169811321
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Bahamas,BHS,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Bangladesh,BGD,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Barbados,BRB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Botswana,BWA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Belize,BLZ,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Solomon Islands,SLB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Brunei Darussalam,BRN,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Cameroon,CMR,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Canada,CAN,2020,0.29746835443038
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Sri Lanka,LKA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Cyprus,CYP,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Dominica,DMA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Fiji,FJI,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Gabon,GAB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Gambia,GMB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Ghana,GHA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Kiribati,KIR,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Grenada,GRD,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Guyana,GUY,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,India,IND,2020,0.0006840613700772
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Jamaica,JAM,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Kenya,KEN,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Lesotho,LSO,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Malawi,MWI,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Malaysia,MYS,2020,0.133561643835616
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Maldives,MDV,2020,
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Malta,MLT,2020,0.12
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Mauritius,MUS,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Mozambique,MOZ,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Namibia,NAM,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Nauru,NRU,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Vanuatu,VUT,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,New Zealand,NZL,2020,0.170454545454545
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Nigeria,NGA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Pakistan,PAK,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Papua New Guinea,PNG,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Rwanda,RWA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Saint Kitts and Nevis,KNA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Saint Lucia,LCA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Saint Vincent and the Grenadines,VCT,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Seychelles,SYC,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Sierra Leone,SLE,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Singapore,SGP,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,South Africa,ZAF,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Eswatini,SWZ,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Togo,TGO,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Tonga,TON,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Trinidad and Tobago,TTO,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Tuvalu,TUV,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Uganda,UGA,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,United Kingdom,GBR,2020,0.254166666666667
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Samoa,WSM,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Lower Bound,Zambia,ZMB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Antigua and Barbuda,ATG,2020,0.387898913230982
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Australia,AUS,2020,0.44276062801917
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Bahamas,BHS,2020,0.402600235363514
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Bangladesh,BGD,2020,0.121856796819867
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Barbados,BRB,2020,0.402754417008648
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Botswana,BWA,2020,0.170394634416086
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Belize,BLZ,2020,0.395138281040331
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Solomon Islands,SLB,2020,0.115559208341635
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Brunei Darussalam,BRN,2020,0.423134829124867
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Cameroon,CMR,2020,0.0885946942799566
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Canada,CAN,2020,0.470720837162886
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Sri Lanka,LKA,2020,0.143048140913644
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Cyprus,CYP,2020,0.488941158027144
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Dominica,DMA,2020,0.354805996472663
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Fiji,FJI,2020,0.215121766552251
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Gabon,GAB,2020,0.215531673521219
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Gambia,GMB,2020,0.0297291451028435
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Ghana,GHA,2020,0.122123428590519
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Kiribati,KIR,2020,0.145543175487465
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Grenada,GRD,2020,0.355986607267771
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Guyana,GUY,2020,0.347018280494981
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,India,IND,2020,0.14339837997523
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Jamaica,JAM,2020,0.346497511863396
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Kenya,KEN,2020,0.137587519039756
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Lesotho,LSO,2020,0.0904150956570311
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Malawi,MWI,2020,0.049475972863562
Service Delivery,Cancer Radiotherapy,surv_dx_1_stage_1,Mean,Malaysia,MYS,2020,0.361117006890592
