Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Antigua and Barbuda,ATG,2020,39.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Australia,AUS,2020,25446.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Bahamas,BHS,2020,95.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Bangladesh,BGD,2020,38922.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Barbados,BRB,2020,139.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Botswana,BWA,2020,440.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Belize,BLZ,2020,54.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Solomon Islands,SLB,2020,112.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Brunei Darussalam,BRN,2020,178.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Cameroon,CMR,2020,5940.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Canada,CAN,2020,41798.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Sri Lanka,LKA,2020,7423.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Cyprus,CYP,2020,802.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Dominica,DMA,2020,35.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Fiji,FJI,2020,353.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Gabon,GAB,2020,358.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Gambia,GMB,2020,531.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Ghana,GHA,2020,8001.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Kiribati,KIR,2020,53.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Grenada,GRD,2020,65.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Guyana,GUY,2020,153.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,India,IND,2020,369981.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Jamaica,JAM,2020,1308.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Kenya,KEN,2020,13210.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Lesotho,LSO,2020,562.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Malawi,MWI,2020,5556.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Malaysia,MYS,2020,13470.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Maldives,MDV,2020,94.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Malta,MLT,2020,443.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Mauritius,MUS,2020,672.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Mozambique,MOZ,2020,8139.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Namibia,NAM,2020,693.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Nauru,NRU,2020,1.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Vanuatu,VUT,2020,22.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,New Zealand,NZL,2020,4359.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Nigeria,NGA,2020,39162.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Pakistan,PAK,2020,40801.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Papua New Guinea,PNG,2020,1988.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Rwanda,RWA,2020,3035.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Saint Kitts and Nevis,KNA,2020,17.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Saint Lucia,LCA,2020,52.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Saint Vincent and the Grenadines,VCT,2020,64.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Seychelles,SYC,2020,26.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Sierra Leone,SLE,2020,2304.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Singapore,SGP,2020,5701.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,South Africa,ZAF,2020,32597.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Eswatini,SWZ,2020,378.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Togo,TGO,2020,1705.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Tonga,TON,2020,46.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Trinidad and Tobago,TTO,2020,582.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Tuvalu,TUV,2020,3.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Uganda,UGA,2020,10888.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,United Kingdom,GBR,2020,100163.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Samoa,WSM,2020,82.0
Service Delivery,Cancer Radiotherapy,deaths,Lower Bound,Zambia,ZMB,2020,3444.0
Service Delivery,Cancer Radiotherapy,deaths,Mean,Antigua and Barbuda,ATG,2020,57.457
Service Delivery,Cancer Radiotherapy,deaths,Mean,Australia,AUS,2020,28528.833
Service Delivery,Cancer Radiotherapy,deaths,Mean,Bahamas,BHS,2020,226.418
Service Delivery,Cancer Radiotherapy,deaths,Mean,Bangladesh,BGD,2020,64917.265
Service Delivery,Cancer Radiotherapy,deaths,Mean,Barbados,BRB,2020,289.618
Service Delivery,Cancer Radiotherapy,deaths,Mean,Botswana,BWA,2020,750.749
Service Delivery,Cancer Radiotherapy,deaths,Mean,Belize,BLZ,2020,134.864
Service Delivery,Cancer Radiotherapy,deaths,Mean,Solomon Islands,SLB,2020,416.22
Service Delivery,Cancer Radiotherapy,deaths,Mean,Brunei Darussalam,BRN,2020,306.483
Service Delivery,Cancer Radiotherapy,deaths,Mean,Cameroon,CMR,2020,10508.401
Service Delivery,Cancer Radiotherapy,deaths,Mean,Canada,CAN,2020,45633.798
Service Delivery,Cancer Radiotherapy,deaths,Mean,Sri Lanka,LKA,2020,10190.839
Service Delivery,Cancer Radiotherapy,deaths,Mean,Cyprus,CYP,2020,1114.6
Service Delivery,Cancer Radiotherapy,deaths,Mean,Dominica,DMA,2020,53.28
Service Delivery,Cancer Radiotherapy,deaths,Mean,Fiji,FJI,2020,576.127
Service Delivery,Cancer Radiotherapy,deaths,Mean,Gabon,GAB,2020,873.643
Service Delivery,Cancer Radiotherapy,deaths,Mean,Gambia,GMB,2020,920.244
Service Delivery,Cancer Radiotherapy,deaths,Mean,Ghana,GHA,2020,13670.606
Service Delivery,Cancer Radiotherapy,deaths,Mean,Kiribati,KIR,2020,85.612
Service Delivery,Cancer Radiotherapy,deaths,Mean,Grenada,GRD,2020,91.664
Service Delivery,Cancer Radiotherapy,deaths,Mean,Guyana,GUY,2020,329.284
Service Delivery,Cancer Radiotherapy,deaths,Mean,India,IND,2020,482374.9
Service Delivery,Cancer Radiotherapy,deaths,Mean,Jamaica,JAM,2020,1826.301
Service Delivery,Cancer Radiotherapy,deaths,Mean,Kenya,KEN,2020,18965.623
Service Delivery,Cancer Radiotherapy,deaths,Mean,Lesotho,LSO,2020,1069.819
Service Delivery,Cancer Radiotherapy,deaths,Mean,Malawi,MWI,2020,9100.949
Service Delivery,Cancer Radiotherapy,deaths,Mean,Malaysia,MYS,2020,15377.624
Service Delivery,Cancer Radiotherapy,deaths,Mean,Maldives,MDV,2020,162.935
Service Delivery,Cancer Radiotherapy,deaths,Mean,Malta,MLT,2020,665.491
Service Delivery,Cancer Radiotherapy,deaths,Mean,Mauritius,MUS,2020,988.788
Service Delivery,Cancer Radiotherapy,deaths,Mean,Mozambique,MOZ,2020,11772.91
Service Delivery,Cancer Radiotherapy,deaths,Mean,Namibia,NAM,2020,1108.777
Service Delivery,Cancer Radiotherapy,deaths,Mean,Nauru,NRU,2020,4.891
Service Delivery,Cancer Radiotherapy,deaths,Mean,Vanuatu,VUT,2020,219.196
Service Delivery,Cancer Radiotherapy,deaths,Mean,New Zealand,NZL,2020,5440.53
Service Delivery,Cancer Radiotherapy,deaths,Mean,Nigeria,NGA,2020,58463.029
Service Delivery,Cancer Radiotherapy,deaths,Mean,Pakistan,PAK,2020,59096.351
Service Delivery,Cancer Radiotherapy,deaths,Mean,Papua New Guinea,PNG,2020,7346.664
Service Delivery,Cancer Radiotherapy,deaths,Mean,Rwanda,RWA,2020,5171.894
Service Delivery,Cancer Radiotherapy,deaths,Mean,Saint Kitts and Nevis,KNA,2020,28.855
Service Delivery,Cancer Radiotherapy,deaths,Mean,Saint Lucia,LCA,2020,142.185
Service Delivery,Cancer Radiotherapy,deaths,Mean,Saint Vincent and the Grenadines,VCT,2020,91.107
Service Delivery,Cancer Radiotherapy,deaths,Mean,Seychelles,SYC,2020,48.325
Service Delivery,Cancer Radiotherapy,deaths,Mean,Sierra Leone,SLE,2020,2939.899
Service Delivery,Cancer Radiotherapy,deaths,Mean,Singapore,SGP,2020,7114.033
Service Delivery,Cancer Radiotherapy,deaths,Mean,South Africa,ZAF,2020,44407.372
Service Delivery,Cancer Radiotherapy,deaths,Mean,Eswatini,SWZ,2020,576.084
Service Delivery,Cancer Radiotherapy,deaths,Mean,Togo,TGO,2020,3145.25
Service Delivery,Cancer Radiotherapy,deaths,Mean,Tonga,TON,2020,104.377
Service Delivery,Cancer Radiotherapy,deaths,Mean,Trinidad and Tobago,TTO,2020,916.661
Service Delivery,Cancer Radiotherapy,deaths,Mean,Tuvalu,TUV,2020,11.481
Service Delivery,Cancer Radiotherapy,deaths,Mean,Uganda,UGA,2020,14515.185
Service Delivery,Cancer Radiotherapy,deaths,Mean,United Kingdom,GBR,2020,106577.398
Service Delivery,Cancer Radiotherapy,deaths,Mean,Samoa,WSM,2020,181.427
Service Delivery,Cancer Radiotherapy,deaths,Mean,Zambia,ZMB,2020,5343.797
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Antigua and Barbuda,ATG,2020,80.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Australia,AUS,2020,32380.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Bahamas,BHS,2020,441.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Bangladesh,BGD,2020,99049.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Barbados,BRB,2020,501.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Botswana,BWA,2020,1202.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Belize,BLZ,2020,278.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Solomon Islands,SLB,2020,1047.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Brunei Darussalam,BRN,2020,493.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Cameroon,CMR,2020,17076.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Canada,CAN,2020,49428.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Sri Lanka,LKA,2020,12922.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Cyprus,CYP,2020,1549.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Dominica,DMA,2020,72.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Fiji,FJI,2020,870.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Gabon,GAB,2020,1804.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Gambia,GMB,2020,1629.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Ghana,GHA,2020,22619.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Kiribati,KIR,2020,127.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Grenada,GRD,2020,123.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Guyana,GUY,2020,634.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,India,IND,2020,602591.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Jamaica,JAM,2020,2503.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Kenya,KEN,2020,26279.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Lesotho,LSO,2020,1906.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Malawi,MWI,2020,14904.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Malaysia,MYS,2020,17386.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Maldives,MDV,2020,263.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Malta,MLT,2020,965.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Mauritius,MUS,2020,1441.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Mozambique,MOZ,2020,16392.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Namibia,NAM,2020,1553.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Nauru,NRU,2020,10.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Vanuatu,VUT,2020,767.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,New Zealand,NZL,2020,6729.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Nigeria,NGA,2020,81793.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Pakistan,PAK,2020,79333.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Papua New Guinea,PNG,2020,18796.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Rwanda,RWA,2020,8501.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Saint Kitts and Nevis,KNA,2020,43.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Saint Lucia,LCA,2020,301.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Saint Vincent and the Grenadines,VCT,2020,123.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Seychelles,SYC,2020,82.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Sierra Leone,SLE,2020,3414.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Singapore,SGP,2020,8653.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,South Africa,ZAF,2020,54504.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Eswatini,SWZ,2020,825.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Togo,TGO,2020,5870.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Tonga,TON,2020,204.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Trinidad and Tobago,TTO,2020,1373.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Tuvalu,TUV,2020,24.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Uganda,UGA,2020,18680.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,United Kingdom,GBR,2020,112485.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Samoa,WSM,2020,361.0
Service Delivery,Cancer Radiotherapy,deaths,Upper Bound,Zambia,ZMB,2020,7818.0
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Antigua and Barbuda,ATG,2020,0.530864197530864
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Australia,AUS,2020,0.577369172902769
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Bahamas,BHS,2020,0.557872784150156
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Bangladesh,BGD,2020,0.0501215887597947
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Barbados,BRB,2020,0.55009633911368
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Botswana,BWA,2020,0.144864864864865
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Belize,BLZ,2020,0.459119496855346
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Solomon Islands,SLB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Brunei Darussalam,BRN,2020,0.433395872420263
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Cameroon,CMR,2020,0.0037686074995289
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Canada,CAN,2020,0.610413618413807
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Sri Lanka,LKA,2020,0.0501726121979287
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Cyprus,CYP,2020,0.598049024512256
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Dominica,DMA,2020,0.442748091603053
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Fiji,FJI,2020,0.0756123535676251
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Gabon,GAB,2020,0.135355892648775
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Gambia,GMB,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Ghana,GHA,2020,0.0026975253137339
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Kiribati,KIR,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Grenada,GRD,2020,0.434782608695652
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Guyana,GUY,2020,0.504638218923933
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,India,IND,2020,0.0643439955949342
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Jamaica,JAM,2020,0.472647702407002
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Kenya,KEN,2020,0.0156416375986782
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Lesotho,LSO,2020,0.0041797283176593
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Malawi,MWI,2020,0.0002601118480947
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Malaysia,MYS,2020,0.394866947797004
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Maldives,MDV,2020,0.233449477351916
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Malta,MLT,2020,0.547410894418292
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Mauritius,MUS,2020,0.35
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Mozambique,MOZ,2020,0.0003215434083601
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Namibia,NAM,2020,0.152969406118776
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Nauru,NRU,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Vanuatu,VUT,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,New Zealand,NZL,2020,0.589829810595663
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Nigeria,NGA,2020,0.0114826471314865
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Pakistan,PAK,2020,0.057268375844207
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Papua New Guinea,PNG,2020,0.0013006720138738
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Rwanda,RWA,2020,0.0003485535029627
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Saint Kitts and Nevis,KNA,2020,0.523809523809524
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Saint Lucia,LCA,2020,0.463687150837989
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Saint Vincent and the Grenadines,VCT,2020,0.423728813559322
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Seychelles,SYC,2020,0.362068965517241
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Sierra Leone,SLE,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Singapore,SGP,2020,0.446846717425657
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,South Africa,ZAF,2020,0.140473424795153
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Eswatini,SWZ,2020,0.0053404539385847
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Togo,TGO,2020,0.000229990800368
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Tonga,TON,2020,0.0254237288135594
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Trinidad and Tobago,TTO,2020,0.578100470957614
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Tuvalu,TUV,2020,0.0
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Uganda,UGA,2020,0.000586123525533
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,United Kingdom,GBR,2020,0.552717694627248
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Samoa,WSM,2020,0.0180180180180181
Service Delivery,Cancer Radiotherapy,surv_Overall,Lower Bound,Zambia,ZMB,2020,0.0445161290322581
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Antigua and Barbuda,ATG,2020,0.635371020164904
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Australia,AUS,2020,0.620010225425454
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Bahamas,BHS,2020,0.661375520138147
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Bangladesh,BGD,2020,0.150775601999917
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Barbados,BRB,2020,0.631284880733591
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Botswana,BWA,2020,0.291707736629818
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Belize,BLZ,2020,0.548522697359113
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Solomon Islands,SLB,2020,0.17755000774611
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Brunei Darussalam,BRN,2020,0.510514700708356
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Cameroon,CMR,2020,0.161222463949634
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Canada,CAN,2020,0.626273485529939
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Sri Lanka,LKA,2020,0.234067973720114
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Cyprus,CYP,2020,0.649244248187002
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Dominica,DMA,2020,0.551150829140169
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Fiji,FJI,2020,0.359812455456311
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Gabon,GAB,2020,0.322130723196955
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Gambia,GMB,2020,0.0420190519310972
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Ghana,GHA,2020,0.18703231169705
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Kiribati,KIR,2020,0.200571495999589
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Grenada,GRD,2020,0.542201065642333
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Guyana,GUY,2020,0.5829211862637
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,India,IND,2020,0.233160971153795
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Jamaica,JAM,2020,0.560760252696743
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Kenya,KEN,2020,0.223553681594125
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Lesotho,LSO,2020,0.148004025405648
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Malawi,MWI,2020,0.0762580184391653
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Malaysia,MYS,2020,0.456248834733579
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Maldives,MDV,2020,0.450118942914634
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Malta,MLT,2020,0.586345210109033
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Mauritius,MUS,2020,0.472415789765534
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Mozambique,MOZ,2020,0.0790844309635899
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Namibia,NAM,2020,0.333597831240015
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Nauru,NRU,2020,0.385905319224978
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Vanuatu,VUT,2020,0.160726441423494
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,New Zealand,NZL,2020,0.63616478587267
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Nigeria,NGA,2020,0.23030026031105
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Pakistan,PAK,2020,0.202133886958599
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Papua New Guinea,PNG,2020,0.151917546856466
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Rwanda,RWA,2020,0.0760211592551922
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Saint Kitts and Nevis,KNA,2020,0.644655947851898
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Saint Lucia,LCA,2020,0.569409747154236
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Saint Vincent and the Grenadines,VCT,2020,0.525676574170969
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Seychelles,SYC,2020,0.526312958701044
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Sierra Leone,SLE,2020,0.0464501923738611
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Singapore,SGP,2020,0.512995664498706
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,South Africa,ZAF,2020,0.300352269487605
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Eswatini,SWZ,2020,0.178441634485087
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Togo,TGO,2020,0.051861169829036
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Tonga,TON,2020,0.312863892290614
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Trinidad and Tobago,TTO,2020,0.655084625424504
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Tuvalu,TUV,2020,0.316387406140419
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Uganda,UGA,2020,0.0805569534361597
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,United Kingdom,GBR,2020,0.567444307506487
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Samoa,WSM,2020,0.311509717162662
Service Delivery,Cancer Radiotherapy,surv_Overall,Mean,Zambia,ZMB,2020,0.255440789685258
Service Delivery,Cancer Radiotherapy,surv_Overall,Upper Bound,Antigua and Barbuda,ATG,2020,0.730769230769231
Service Delivery,Cancer Radiotherapy,surv_Overall,Upper Bound,Australia,AUS,2020,0.653535421882401
Service Delivery,Cancer Radiotherapy,surv_Overall,Upper Bound,Bahamas,BHS,2020,0.766884531590414
Service Delivery,Cancer Radiotherapy,surv_Overall,Upper Bound,Bangladesh,BGD,2020,0.307704507247756
Service Delivery,Cancer Radiotherapy,surv_Overall,Upper Bound,Barbados,BRB,2020,0.732540861812779
Service Delivery,Cancer Radiotherapy,surv_Overall,Upper Bound,Botswana,BWA,2020,0.490925589836661
Service Delivery,Cancer Radiotherapy,surv_Overall,Upper Bound,Belize,BLZ,2020,0.652482269503546
Service Delivery,Cancer Radiotherapy,surv_Overall,Upper Bound,Solomon Islands,SLB,2020,0.409090909090909
